REVIEW_ID,RESTAURANT_ID,CUSTOMER_ID,RATING,REVIEW_DATE,ORDER_TYPE,REVIEW_TEXT,RESTAURANT_NAME,RESTAURANT_CUISINE_TYPE,PRICE_RANGE,RESTAURANT_LOCATION_AREA,RESTAURANT_LOCATION_NEIGHBORHOOD,RESTAURANT_LOCATION_REGION,RESTAURANT_OPENING_HOURS,RESTAURANT_HAS_DELIVERY,RESTAURANT_HAS_TAKEOUT,RESTAURANT_DATE_ADDED,CUSTOMER_NAME,CUSTOMER_EMAIL,CUSTOMER_JOIN_DATE,CUSTOMER_PREFERRED_CUISINE,CUSTOMER_CITY,CUSTOMER_STATE,IS_CUSTOMER_FREQUENT
40,150,5792,2.0,2024-09-05 00:10:51.000,takeout,"**2/5 stars**

I was thoroughly underwhelmed by my takeout experience from Anderson, Manning and Fitzgerald. The Kung Pao chicken was a letdown, with overcooked chicken and a sauce that tasted more like ketchup than Szechuan pepper. The ""vegetable spring rolls"" were essentially just soggy, oil-drenched wonton wrappers filled with a few limp cabbage shreds. For the prices they're charging, I expect a lot more flavor and care in the preparation - unfortunately, this place fell far short.","Anderson, Manning and Fitzgerald",Chinese,$$$,East Side,Harbor Heights,East,11AM - 11PM,true,true,2023-11-14,Donald Black,craigsolomon@example.com,2024-10-04,Chinese,Williamsshire,WV,false
41,406,3250,1.5,2024-12-03 00:10:51.000,delivery,"I was thoroughly underwhelmed by my recent delivery experience from Carney-Crawford Spice. The chicken tikka masala, which I was really looking forward to, was a letdown - the chicken was dry and overcooked, and the sauce lacked the rich, creamy flavor I've come to expect from a good Indian restaurant. The basmati rice was also a bit mushy and overcooked, which didn't help matters. For the prices they're charging, I expected a lot more flavor and care in the preparation. Overall, a disappointing experience that I won't be repeating anytime soon.",Carney-Crawford Spice,Indian,$$$$,West Side,Harborview,West,9AM - 8PM,true,true,2024-02-15,Kim Rollins,waynefranklin@example.net,2023-07-13,Vietnamese,New Tanya,DC,false
42,435,4149,1.5,2024-09-13 00:10:51.000,dine-in,"I'm usually not one to write scathing reviews, but my recent experience at Hogan-Hill Diner was a major letdown. The service was slow and inattentive, with our server seemingly more interested in chatting with the kitchen staff than attending to our needs. The food was equally underwhelming - my burger patty was overcooked and dry, and the ""signature"" fries tasted like they'd been sitting out for hours. For a diner that's been around as long as Hogan-Hill has, I expected a lot more. Unfortunately, this place is in desperate need of a revamp.",Hogan-Hill Diner,American,$$$$,East Side,Eastwood,East,11AM - 9PM,true,true,2024-07-29,Mrs. Nicole Reid,keith45@example.org,2023-07-05,Indian,New Gary,AS,false
43,149,6703,4.0,2025-01-19 00:10:51.000,delivery,"""I recently ordered delivery from Wood-Bailey Mediterranean to celebrate my sister's birthday, and I'm so glad I did! The food arrived promptly and was still warm, which is no easy feat considering the 30-minute drive from the restaurant to my doorstep. The falafel platter was a highlight, with crispy, flavorful patties served atop a fresh mix of greens and veggies, and the creamy hummus was a perfect accompaniment. Overall, the quality and care that went into preparing our meal was evident, and I'd highly recommend Wood-Bailey for any occasion - 4/5 stars!""",Wood-Bailey Mediterranean,Mediterranean,$$$$,East Side,Harbor Heights,East,9AM - 9PM,true,true,2024-04-14,Frank Brown,nmendoza@example.com,2022-06-23,Japanese,Lake Ericabury,WY,false
44,588,8141,1.5,2024-11-28 00:10:51.000,takeout,"I'm still trying to process the disappointment that was my takeout experience from Smith, Smith and Munoz Cafe. The French cuisine, which I was expecting to be rich and sophisticated, fell flat with overcooked duck confit and a lackluster bouillabaisse that tasted more like a bland fish soup than the hearty, saffron-infused stew I've come to know and love. The ""freshly baked"" baguette was stale and the ""artisanal"" cheese plate was a sad assortment of pre-sliced, mass-produced cheeses. For the prices they're charging, I expect a lot more than this uninspired, subpar takeout.","Smith, Smith and Munoz Cafe",French,$$$,Downtown,Financial District,Central,8AM - 8PM,true,true,2024-10-30,Marc Perry,jacqueline13@example.org,2023-09-21,Indian,South Robertchester,OH,false
45,877,4447,1.0,2023-07-01 00:10:51.000,delivery,"I'm still trying to process the disappointment that was my delivery experience from Douglas-Williams. The Vietnamese cuisine I was expecting was nowhere to be found in the bland, uninspired dishes that arrived at my doorstep. The pho was lukewarm and lacking in depth of flavor, while the spring rolls were greasy and tasted more of stale oil than fresh herbs. For a restaurant that promises to bring the bold flavors of Vietnam to the table, Douglas-Williams fell woefully short - and at a premium price point, no less. Needless to say, I won't be ordering from here again.",Douglas-Williams,Vietnamese,$$$,West Side,Harborview,West,9AM - 9PM,true,true,2024-10-28,Andrew Fry,danielledaniels@example.net,2023-07-21,Chinese,New Charles,MA,true
46,446,8778,3.5,2023-11-20 00:10:51.000,takeout,"""I was pleasantly surprised by the flavors and freshness of the takeout from Hunter Group Vietnam. The pho was rich and aromatic, with tender beef and a generous serving of herbs and bean sprouts. The banh mi sandwich was also a highlight, with crispy baguette and pickled veggies adding a nice crunch. While the portions were a bit smaller than I expected, the quality of the ingredients and care in preparation made up for it - I'd definitely order from them again. Overall, a solid 3.5 stars for this hidden gem!""",Hunter Group Vietnam,Vietnamese,$$,East Side,Harbor Heights,East,7AM - 8PM,true,false,2025-01-19,Kayla Hicks,nunezthomas@example.net,2023-02-18,Thai,Lake Jasonchester,KY,true
47,314,4554,3.0,2024-12-08 00:10:51.000,takeout,"**3.0/5 stars**

I stopped by Stone, Bowers and Williams Pho for a quick takeout dinner and had a decent, if unremarkable, experience. The pho broth was rich and flavorful, but the beef slices were a bit overcooked and lacking in tenderness. The portion size was generous, but the noodles were slightly overcooked as well, making them a bit mushy. Overall, it was a solid, middle-of-the-road pho experience that didn't particularly impress or disappoint - a good option if you're in the area and craving Vietnamese, but not necessarily worth going out of your way for.","Stone, Bowers and Williams Pho",Vietnamese,$$$$,West Side,Riverside,West,10AM - 12PM,true,true,2023-07-07,Jonathan Moore,harveyjennifer@example.net,2023-12-13,Thai,Marshallton,NC,false
48,371,5300,4.0,2025-01-10 00:10:51.000,takeout,"""I was thoroughly impressed with my takeout experience from Robinson Ltd, a charming French bistro that truly delivers on its promise of haute cuisine. The duck confit I ordered was fall-off-the-bone tender, with a rich, velvety sauce that complemented the crispy skin perfectly. The accompanying garlic mashed potatoes and sautéed spinach were also expertly prepared, and the portion sizes were generous to say the least. While the packaging could have been more secure (my sauce did leak a bit during transport), the food itself was top-notch and I'd highly recommend Robinson Ltd to anyone craving authentic French flavors. 4/5 stars, and I look forward to dining in next time!""",Robinson Ltd,French,$$$,Uptown,Upper East Side,North,9AM - 12PM,true,true,2024-10-29,Angelica Pena,vhughes@example.net,2023-06-25,American,Lake Janet,MT,false
49,281,912,3.0,2024-06-20 00:10:51.000,dine-in,"**3.0/5 stars**

I stopped by Brady-Wells Tokyo for a mid-week dinner, hoping to satisfy my craving for authentic Japanese cuisine. While the restaurant's modern decor and attentive service were definite highlights, the food was somewhat of a mixed bag. The sushi was fresh and well-presented, but the flavors were surprisingly muted, and the tempura was overcooked and greasy. Overall, Brady-Wells Tokyo is a solid, if unremarkable, option for Japanese food in the area - worth a visit, but not necessarily a destination spot.",Brady-Wells Tokyo,Japanese,$$$$,East Side,Harbor Heights,East,7AM - 10PM,true,true,2025-01-13,Jennifer Mckenzie,asimpson@example.org,2024-02-01,Japanese,Tylershire,IA,false
50,695,6078,3.5,2025-01-29 00:10:51.000,delivery,"I recently tried Rios Group Pho's delivery service, and while it was a solid option for a quick Vietnamese fix, it didn't particularly stand out from the crowd. The pho broth was rich and flavorful, but the beef slices were slightly overcooked and lacking in tenderness. The spring rolls were crispy and fresh, but the accompanying peanut sauce was a bit too sweet for my taste. Overall, Rios Group Pho is a decent choice for delivery, but it's not a game-changer - 3.5 stars from me.",Rios Group Pho,Vietnamese,$$$$,University Area,College Town,North,8AM - 12PM,true,false,2025-02-05,Christopher Carter,williambarrett@example.net,2022-08-08,Indian,Scottmouth,RI,false
51,744,792,1.0,2024-06-22 00:10:51.000,dine-in,"I'm still trying to process the disappointment that was my dinner at Mclean and Sons. The service was abysmal, with our server seemingly more interested in chatting with the kitchen staff than attending to our needs. The food, unfortunately, was no better - the sushi was overpriced and lacked freshness, with the ""signature"" spicy tuna roll tasting more like a bland, mayonnaise-heavy mess. For a Japanese restaurant, the lack of attention to detail and care in preparation was staggering, and I would not recommend Mclean and Sons to anyone.",Mclean and Sons,Japanese,$$$,East Side,Harbor Heights,East,8AM - 11PM,true,true,2023-09-13,Joshua Coffey,aswanson@example.net,2022-04-20,Thai,North Maryland,SC,false
52,450,1305,4.0,2024-12-27 00:10:51.000,takeout,"""I was thoroughly impressed with my takeout experience from Taylor-Young, a hidden gem in the world of Chinese cuisine. The Kung Pao chicken was cooked to perfection, with a delightful balance of spicy and savory flavors, and the steamed dumplings were tender and juicy. The portions were generous, to say the least, and the prices were very reasonable. Overall, I'd highly recommend Taylor-Young for a quick and delicious Chinese food fix - just be prepared for a bit of a wait, as the takeout orders seemed to be backed up when I picked mine up. 4/5 stars, would definitely order again!""",Taylor-Young,Chinese,$$$,Uptown,Upper West Side,North,7AM - 12PM,true,true,2024-04-11,Cheryl Goodwin,conwaymichael@example.net,2024-02-23,Mediterranean,South Daniel,FM,true
53,664,8075,5.0,2023-09-20 00:10:51.000,takeout,"""I'm blown away by the incredible takeout experience I had from Chen, Morton and Bell - every dish I ordered was expertly prepared and bursting with flavor. The Kung Pao chicken was spicy and savory, with a perfect balance of crunchy peanuts and scallions, while the vegetable lo mein was cooked to a perfect tender-crisp texture. The real standout, however, was the Szechuan beef, which had a depth of flavor and numbing heat that left me craving more. Overall, I'm so impressed with the quality and care that clearly goes into every dish at Chen, Morton and Bell - I'll be ordering from them again and again!"" 5/5 stars","Chen, Morton and Bell",Chinese,$$$$,Uptown,Upper East Side,North,9AM - 10PM,true,true,2023-10-29,Keith Vasquez,moonelizabeth@example.com,2023-03-15,Thai,East Dannyville,OH,false
54,486,9241,2.5,2025-01-18 00:10:51.000,delivery,"**2.5/5 stars**

I was really looking forward to trying Taylor, Nunez and George Curry, but unfortunately, my delivery experience was a letdown. The chicken tikka masala, which I was most excited about, was overcooked and dry, with a sauce that tasted more like ketchup than rich, creamy tomato sauce. The basmati rice was also underseasoned and lacking in flavor. While the naan bread was a highlight, it wasn't enough to redeem the rest of the meal, which felt like a lazy, uninspired take on Indian cuisine.","Taylor, Nunez and George Curry",Indian,$,Downtown,Theater District,Central,7AM - 10PM,false,true,2023-07-01,Richard Sanchez,iherrera@example.org,2023-10-20,Thai,South Shawnport,FL,false
55,163,8096,2.5,2024-07-13 00:10:51.000,delivery,"**2.5/5 stars**

I was really looking forward to trying Morris, Mendoza and Peterson's Chinese delivery, especially since they claim to have a variety of vegetarian options. Unfortunately, my experience was a letdown. I ordered the Vegetable Lo Mein, which was supposed to be vegan and gluten-free, but it arrived with a suspiciously non-vegan sauce and a side of fortune cookies that contained gluten. The noodles themselves were overcooked and lacking in flavor, and the ""assorted vegetables"" were mostly just cabbage and carrots. For the price, I expected a lot more.","Morris, Mendoza and Peterson",Chinese,$$$$,West Side,Harborview,West,10AM - 10PM,false,true,2023-10-19,Amber Hill MD,dburns@example.com,2023-09-28,Chinese,East Kennethshire,CO,false
56,579,8306,4.5,2024-10-30 00:10:51.000,delivery,"""I'm so glad I discovered Johnson-Middleton Spice, which has quickly become my go-to for Indian food delivery. The Chicken Tikka Masala I ordered was rich and creamy, with tender chicken that practically fell apart, and the basmati rice was perfectly cooked. The naan bread was a highlight, with just the right amount of fluff and flavor. My only quibble was that the delivery took a bit longer than expected, but the food was worth the wait - I'd highly recommend Johnson-Middleton Spice to anyone craving authentic Indian cuisine. 4.5/5 stars!""",Johnson-Middleton Spice,Indian,$$$,Midtown,Garment District,Central,8AM - 9PM,true,true,2024-01-31,Aaron Shelton,coryholloway@example.net,2022-12-29,Chinese,Lake Christopherville,NY,false
57,134,2824,4.5,2024-02-11 00:10:51.000,takeout,"""I'm so glad I stumbled upon Richardson, Moore and Williams Curry - their takeout game is on point! I ordered the chicken tikka masala and saag paneer, and both dishes were rich, creamy, and full of depth. The flavors were expertly balanced, with just the right amount of heat and spice. My only quibble is that the basmati rice was a tad overcooked, but that's a minor complaint in an otherwise outstanding meal. Overall, I'd highly recommend RMW Curry for a delicious and satisfying Indian food fix - 4.5 stars, no question!""","Richardson, Moore and Williams Curry",Indian,$,West Side,Riverside,West,8AM - 12PM,true,false,2023-04-11,Brian Turner,howekaren@example.org,2022-10-23,Various,West Kelseymouth,OR,true
58,979,1169,2.5,2024-12-22 00:10:51.000,takeout,"**2.5/5 stars**

I was really looking forward to trying Turner, Barnes and Duncan's takeout, but unfortunately, my experience was a letdown. The Kung Pao chicken was overcooked and dry, with a sauce that tasted more like ketchup than the spicy, savory flavor I've come to expect from this dish. The vegetable lo mein was similarly uninspired, with a lackluster mix of frozen veggies and a bland seasoning. For the prices they're charging, I expected a lot more flavor and care in the preparation - sadly, Turner, Barnes and Duncan fell short.","Turner, Barnes and Duncan",Chinese,$$$,Suburb,Oakwood,Outer,7AM - 12PM,false,true,2023-05-02,Ronnie Collier,cdean@example.net,2024-08-11,American,Blanchardview,NJ,false
59,34,2792,4.0,2023-06-13 00:10:51.000,delivery,"""I'm so glad I discovered Maldonado Inc Pho, a hidden gem that delivers (literally!) delicious and authentic Vietnamese cuisine right to my doorstep. As a vegetarian, I was thrilled to see a variety of options on the menu, and the Vegetable Pho I ordered did not disappoint - the broth was rich and flavorful, and the portion was generous. The only reason I'm not giving it a full 5 stars is that the noodles were slightly overcooked, but overall, I'm excited to try more of their offerings and would highly recommend Maldonado Inc Pho to anyone craving a satisfying and comforting bowl of pho.""",Maldonado Inc Pho,Vietnamese,$$,Uptown,Upper East Side,North,9AM - 12PM,true,true,2024-10-13,Donald Villarreal,sotosummer@example.org,2022-11-11,Japanese,Thomasstad,ME,false
60,547,4446,5.0,2024-10-08 00:10:51.000,takeout,"""I'm still reeling from the incredible takeout experience I had with Swanson Ltd - this hidden gem truly deserves its spot at the top of the Thai food hierarchy. The Green Curry with chicken was a masterclass in balance and flavor, with tender, juicy meat and a rich, creamy sauce that had me scraping the bottom of the container. The portion was generous, to say the least, and the prices were more than reasonable for the quality and quantity provided. If you're a Thai food lover like myself, do yourself a favor and order from Swanson Ltd ASAP - you won't regret it!"" 5/5 stars",Swanson Ltd,Thai,$,Midtown,Chelsea,Central,8AM - 9PM,true,true,2024-02-23,Richard Webb,kenneth86@example.net,2024-06-21,Indian,North Bernardtown,GU,false
61,644,341,3.5,2024-12-25 00:10:51.000,takeout,"I stopped by Long-Lowery Spice for a takeout order and had a decent, if unremarkable, experience. The chicken tikka masala was rich and creamy, but lacked a bit of depth in terms of spice and flavor. The basmati rice and naan bread were cooked well, but nothing about the meal really stood out as exceptional. Overall, Long-Lowery Spice is a solid choice for a quick and satisfying Indian food fix, but it didn't blow me away. For the price, I'd say it's a fair value, but not necessarily a destination worth going out of your way for.",Long-Lowery Spice,Indian,$$$,University Area,College Town,North,9AM - 12PM,true,true,2023-09-29,Chad Acosta,ogarner@example.org,2023-04-19,Chinese,Danieltown,MP,false
62,669,8389,3.5,2023-05-31 00:10:51.000,dine-in,"**3.5/5 stars**

I stopped by Gray, Obrien and Davis with a group of friends to celebrate a birthday, and while the experience was pleasant, it didn't quite blow us away. The Vietnamese cuisine was flavorful and authentic, with the pho and banh mi sandwiches being standouts, but the service was a bit spotty - our server seemed overwhelmed and took a while to take our orders. The atmosphere was modern and sleek, but lacked a bit of warmth and character. Overall, it was a solid choice for a casual dinner, but not necessarily a go-to for a special occasion.","Gray, Obrien and Davis",Vietnamese,$$$$,Suburb,Pine Hills,Outer,7AM - 11PM,true,true,2024-10-25,Trevor Thompson,steventran@example.net,2024-11-09,Chinese,Lake Harry,ME,true
63,274,1020,3.5,2024-10-10 00:10:51.000,takeout,"""I was pleasantly surprised by the flavors and value of my takeout order from Schmidt, Deleon and Dyer Curry. The Chicken Tikka Masala was rich and creamy, with tender chicken that was clearly marinated to perfection. The basmati rice and naan bread were also well-cooked and generously portioned. While the service was a bit slow (it took about 20 minutes longer than expected to receive my order), the quality of the food made up for the wait - I'd definitely order from here again, especially at these prices. Overall, a solid 3.5 stars for this hidden gem!""","Schmidt, Deleon and Dyer Curry",Indian,$$$$,East Side,Eastwood,East,10AM - 8PM,false,true,2023-11-07,Brandon Graham,brenda09@example.com,2023-09-26,Vietnamese,Hayesview,MP,false
64,706,7017,5.0,2023-04-05 00:10:51.000,takeout,"""I'm still reeling from the incredible takeout experience I had with Trujillo, Mathis and Gilmore Sakura - this hidden gem truly deserves its spot as one of the top Japanese restaurants in the city! The bento box I ordered was a masterclass in balance and flavor, with tender, juicy chicken teriyaki, perfectly cooked rice, and a delightful side of pickled ginger that added a welcome burst of acidity. The portion was generous, to say the least, and the packaging was thoughtful and eco-friendly. Overall, I'm so impressed with the quality and care that Trujillo, Mathis and Gilmore Sakura brings to their takeout game - I'll be back for more, and soon!"" 5/5 stars","Trujillo, Mathis and Gilmore Sakura",Japanese,$$$,Suburb,Pine Hills,Outer,9AM - 10PM,true,true,2023-10-30,Lisa Ruiz,stephen04@example.org,2024-07-03,American,Richardsburgh,NE,false
65,745,9903,1.5,2024-10-06 00:10:51.000,dine-in,"I'm still trying to process the underwhelming experience I had at Stone, Todd and Marshall, a Chinese restaurant that promised much but delivered little. The Kung Pao chicken was a lackluster affair, with overcooked chicken and a sauce that tasted more like ketchup than Szechuan pepper. The service was also inattentive, with our server seemingly more interested in chatting with colleagues than refilling our drinks. For a restaurant with such a promising name, the execution fell woefully short - I'd think twice before returning.","Stone, Todd and Marshall",Chinese,$$,Uptown,Upper West Side,North,7AM - 9PM,true,true,2023-10-14,Christopher Pineda,shawn80@example.net,2024-08-19,Mexican,East Johnny,CT,true
66,649,1560,2.5,2024-08-20 00:10:51.000,delivery,"I recently ordered delivery from Bruce and Sons Dragon, and while it was a decent experience, it didn't particularly stand out from the crowd. The Kung Pao chicken was flavorful, but the portion size was a bit smaller than I expected, and the vegetables were slightly overcooked. The egg rolls, on the other hand, were crispy and well-made, but the sweet and sour sauce that came with them was straight from a bottle. Overall, Bruce and Sons Dragon is a solid, middle-of-the-road option for Chinese food delivery, but it's not a place I'd go out of my way to recommend.",Bruce and Sons Dragon,Chinese,$,Uptown,Upper West Side,North,11AM - 12PM,true,true,2024-05-21,Stephen Castro,whitneysmith@example.net,2022-06-29,Various,Port Michaelton,TN,true
67,723,3965,3.5,2025-02-04 00:10:51.000,dine-in,"**3.5/5 stars**

I stopped by Clarke, Johnson and Hamilton Tokyo for a mid-week dinner, eager to try their take on traditional Japanese cuisine. As a pescatarian, I was pleased to find a decent selection of fish and seafood options, including a delicious grilled salmon that was cooked to perfection. However, the service was a bit slow and our server seemed overwhelmed, which detracted from the overall experience. The atmosphere was modern and sleek, but not particularly memorable. Overall, a solid choice for a casual dinner, but not necessarily a standout in the Tokyo dining scene.","Clarke, Johnson and Hamilton Tokyo",Japanese,$$$$,Uptown,Upper East Side,North,9AM - 12PM,true,true,2024-04-21,Megan Hughes,carolyn30@example.org,2023-01-13,French,Kellyview,WY,false
68,628,2817,2.5,2024-01-27 00:10:51.000,dine-in,"**2.5/5 stars**

I stopped by Rose PLC last night with high hopes, but unfortunately, my experience was a letdown. The service was friendly, but our server seemed overwhelmed, taking ages to take our order and forgetting one of our appetizers altogether. The food was the real disappointment, though - the chicken tikka masala was overcooked and dry, and the saag paneer lacked the rich, creamy flavor I've come to expect from a good Indian restaurant. For the prices they're charging, I expected a lot more.",Rose PLC,Indian,$$,West Side,Harborview,West,7AM - 8PM,true,true,2024-07-12,Bianca Larsen,weisssherry@example.org,2024-02-16,Japanese,Kennethmouth,CA,true
69,175,105,4.0,2025-01-21 00:10:51.000,takeout,"""I was thoroughly impressed with my takeout experience from Brown Inc, a hidden gem in the world of Chinese cuisine. The Kung Pao chicken was cooked to perfection, with a delightful balance of spicy and savory flavors, and the steamed dumplings were tender and juicy. The portions were generous, to say the least, and the prices were very reasonable. Overall, I'd highly recommend Brown Inc for a quick and delicious Chinese food fix - just be prepared for a bit of a wait, as the packaging could be more efficient. 4/5 stars!""",Brown Inc,Chinese,$$$$,Uptown,Upper West Side,North,11AM - 9PM,true,true,2024-01-27,Kenneth Sims DDS,melissawright@example.net,2023-12-31,Mexican,Myersview,IL,false
70,975,5447,3.5,2024-08-12 00:10:51.000,dine-in,"**3.5/5 stars**

I stopped by Bowman-Conway for a casual dinner with friends and left with mixed feelings. The atmosphere was lively and vibrant, with colorful decor and a bustling bar area, but the service was a bit spotty - our server seemed overwhelmed and took a while to take our orders. The food was solid, if not spectacular: the carne asada tacos were flavorful and generously portioned, but the guacamole was a bit too chunky for my taste. Overall, Bowman-Conway is a decent option for Mexican food in the area, but it didn't particularly stand out from the crowd.",Bowman-Conway,Mexican,$$$,West Side,Riverside,West,9AM - 9PM,true,true,2024-02-04,Janet Campbell,christopher69@example.net,2024-07-14,Mediterranean,North Danielview,GA,true
71,920,3760,3.5,2024-01-25 00:10:51.000,dine-in,"I stopped by Mueller, Green and McDonald for a mid-week dinner, hoping to satisfy my Italian cravings. The atmosphere was cozy and inviting, with dim lighting and a warm color scheme that immediately put me at ease. The food, however, was a mixed bag - the pasta dishes were cooked al dente and the flavors were rich, but the portions were a tad small and the service, while friendly, was a bit slow. Overall, it was a solid, if unremarkable, dining experience that left me feeling neither particularly impressed nor disappointed. For the price point, I'd say it's a decent option, but not necessarily a standout in the city's Italian scene.","Mueller, Green and Mcdonald",Italian,$$$$,Downtown,Financial District,Central,10AM - 8PM,true,true,2024-02-06,Joseph Fox,hweaver@example.org,2022-07-27,Vietnamese,Lake Brandy,MH,false
72,492,7052,1.5,2024-11-23 00:10:51.000,takeout,"I was thoroughly underwhelmed by my takeout experience from Wilkins-Stanton Vietnam. The pho, which I was most looking forward to, was a letdown - the broth was lukewarm and lacked depth, and the noodles were overcooked to a mushy, unappetizing texture. The accompanying spring rolls were greasy and tasted more of oil than the promised shrimp and pork. For a cuisine that's all about balance and nuance, Wilkins-Stanton Vietnam's takeout fell woefully short.",Wilkins-Stanton Vietnam,Vietnamese,$$,Midtown,Garment District,Central,7AM - 10PM,true,true,2024-10-24,Amanda Ross,heather58@example.org,2023-01-23,Vietnamese,East Jonathan,OH,false
73,718,2566,5.0,2023-12-27 00:10:51.000,delivery,"""I'm blown away by the exceptional quality of the food and service from Delacruz, Evans and Johnson Burger! I ordered delivery and was thrilled to see that they offered a separate gluten-free bun option for my burger, which was a game-changer for my gluten-intolerant friend who was dining with me. The 'Veggie Delight' patty was a flavorful and satisfying option for me, a vegetarian, and the sweet potato fries were cooked to perfection. The entire meal was expertly packaged and arrived hot, with clear labels and instructions for reheating. Overall, I'm so impressed with this burger joint and can't wait to order from them again!"" 5/5 stars","Delacruz, Evans and Johnson Burger",American,$,Suburb,Oakwood,Outer,7AM - 12PM,true,false,2024-09-06,Michael Mason,thomaswilkins@example.com,2023-04-05,Indian,North Kellyburgh,KY,false
74,930,9343,4.5,2024-12-20 00:10:51.000,dine-in,"""I'm still reeling from my exceptional dining experience at Evans, Alvarez and Whitehead, a hidden gem that's sure to become a staple in the Mediterranean food scene. As a vegetarian, I was thrilled to find a menu that catered to my dietary preferences without sacrificing flavor or creativity - the roasted eggplant moussaka was a highlight, with its rich, velvety texture and subtle smokiness. The service was attentive and knowledgeable, with our server happily accommodating my gluten-free request and offering thoughtful wine pairing suggestions. Overall, I'd give Evans, Alvarez and Whitehead 4.5 stars - the only deduction being for a slightly slow pace between courses, but the quality of the food and warm atmosphere more than made up for it.""","Evans, Alvarez and Whitehead",Mediterranean,$$$$,West Side,Riverside,West,11AM - 11PM,true,true,2024-04-24,Michael Wright DDS,hebertchristopher@example.net,2024-01-23,Mediterranean,North Tamaraland,GU,false
75,772,2012,3.0,2024-09-18 00:10:51.000,takeout,"**2.5/5 stars**

I was really looking forward to trying Torres-Hernandez Grill's takeout, but unfortunately, my experience was a letdown. I ordered the signature burger and sweet potato fries, but the patty was overcooked and dry, and the fries were lukewarm and soggy. The flavors were uninspired and lacked any real depth, which was disappointing considering the prices. For a casual American eatery, I expect more attention to detail and care in their food preparation, especially when it's being taken to go.",Torres-Hernandez Grill,American,$$,West Side,Harborview,West,10AM - 8PM,true,true,2024-05-04,Christopher Cooley,rileychad@example.org,2024-07-11,Italian,West Mary,DC,false
76,31,1014,2.5,2024-11-11 00:10:51.000,delivery,"I recently tried Velazquez PLC Saigon's delivery service, and while it was a decent experience, it didn't particularly stand out from the crowd. The pho I ordered was flavorful, but the broth could have been richer and more complex, and the noodles were slightly overcooked. The spring rolls were crispy and fresh, but the accompanying sweet chili sauce was overly sweet and lacked a kick. Overall, Velazquez PLC Saigon's food is solid, but it's not a game-changer - it's a reliable option if you're in the area and craving Vietnamese, but not worth going out of your way for.",Velazquez PLC Saigon,Vietnamese,$,Business District,Tech Corridor,Central,7AM - 11PM,true,true,2024-06-17,Emily Brown,gabriellehanson@example.com,2024-11-13,Mexican,North Maria,FM,true
77,933,8749,3.5,2025-01-11 00:10:51.000,delivery,"""I was pleasantly surprised by the flavors and quality of the food from Simmons, Price and Olson, a Mexican spot that recently started delivering in my area. The carne asada tacos I ordered were tender and packed with flavor, and the accompanying salsa and guac were fresh and creamy. While the delivery process was a bit slow, the food arrived hot and the portions were generous. Overall, I'd definitely order from them again - with a few tweaks to their delivery timing, they could easily become a go-to for Mexican takeout. 3.5/5 stars.""","Simmons, Price and Olson",Mexican,$,Suburb,Pine Hills,Outer,9AM - 8PM,false,true,2023-06-28,April Brown,graystephanie@example.com,2022-08-17,Indian,Blackview,AS,false
78,739,7766,4.0,2023-11-03 00:10:51.000,dine-in,"""I'm so glad I stumbled upon Mendez Inc Pasta - this hidden gem is a must-visit for any Italian food lover! As a vegetarian, I was thrilled to see a separate menu section dedicated to plant-based options, and the vegan 'eggplant parmesan' was a game-changer. The pasta dishes are all made fresh in-house, and the gluten-free options are clearly labeled, making it easy for diners with dietary restrictions to navigate. While the service was a tad slow, the friendly staff and generous portion sizes more than made up for it - I left feeling full and satisfied, and can't wait to come back and try more of the menu!"" 4/5 stars.",Mendez Inc Pasta,Italian,$$,East Side,Eastwood,East,11AM - 9PM,true,true,2023-04-16,Helen Hendrix,tfisher@example.org,2024-01-24,Various,Danielbury,HI,false
79,890,1305,4.5,2024-11-05 00:10:51.000,takeout,"""I'm so glad I stumbled upon Shields and Sons Curry for my latest takeout craving! The Chicken Tikka Masala was rich and creamy, with tender chunks of chicken that practically fell apart in my mouth. The basmati rice was fluffy and flavorful, and the naan bread was perfectly crispy on the outside and soft on the inside. My only minor quibble was that the vegetable korma could have used a bit more seasoning, but overall, the quality and value of the food was top-notch - I'll definitely be ordering from here again!"" 4.5/5 stars",Shields and Sons Curry,Indian,$$,West Side,Riverside,West,10AM - 9PM,false,false,2024-12-19,Cheryl Goodwin,conwaymichael@example.net,2024-02-23,Mediterranean,South Daniel,FM,true
80,855,6610,4.0,2024-10-26 00:10:51.000,takeout,"""I was thoroughly impressed with my takeout experience from Berger, Howard and Mccoy Italiano! The pasta dishes I ordered, including the spaghetti Bolognese and fettuccine Alfredo, were cooked to perfection and packed with rich, bold flavors. The portions were generous and the prices were very reasonable. My only minor quibble was that the garlic bread, while delicious, was a bit overcooked - but that's a small complaint in an otherwise excellent meal. Overall, I'd highly recommend Berger, Howard and Mccoy Italiano for a satisfying and authentic Italian takeout experience."" 4/5 stars","Berger, Howard and Mccoy Italiano",Italian,$$,Downtown,Financial District,Central,8AM - 10PM,true,true,2023-08-14,Janet Willis,thomasmegan@example.com,2023-12-20,Mexican,Jeffreyland,MS,false
